--------------------Report--------------------
[0]  master A: 2  master B: 2  master ALUControl: 0  master result: 2  slave result: 2      correct? 1
[3623]  master A: 7230  master B: 10827  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[3624]  master A: 7232  master B: 10830  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[3625]  master A: 7234  master B: 10833  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[3626]  master A: 7236  master B: 10836  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[3627]  master A: 7238  master B: 10839  master ALUControl: 12  master result: 13841  slave result: 13841      correct? 1
[3628]  master A: 7240  master B: 10842  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[3629]  master A: 7242  master B: 10845  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[3630]  master A: 7244  master B: 10848  master ALUControl: 0  master result: 2112  slave result: 2112      correct? 1
[3631]  master A: 7246  master B: 10851  master ALUControl: 1  master result: 13869  slave result: 13869      correct? 1
[3632]  master A: 7248  master B: 10854  master ALUControl: 2  master result: 4294963690  slave result: 4294963690      correct? 1
[3633]  master A: 7250  master B: 10857  master ALUControl: 3  master result: 4294963689  slave result: 18107      correct? 0
[3634]  master A: 7252  master B: 10860  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[3635]  master A: 7254  master B: 10863  master ALUControl: 5  master result: 4294951296  slave result: 4294951296      correct? 1
[3636]  master A: 7256  master B: 10866  master ALUControl: 6  master result: 4294951296  slave result: 4294951296      correct? 1
[3637]  master A: 7258  master B: 10869  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[3638]  master A: 7260  master B: 10872  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[3639]  master A: 7262  master B: 10875  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[3640]  master A: 7264  master B: 10878  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[3641]  master A: 7266  master B: 10881  master ALUControl: 11  master result: 3633  slave result: 3633      correct? 1
[3642]  master A: 7268  master B: 10884  master ALUControl: 12  master result: 14048  slave result: 14048      correct? 1
[3643]  master A: 7270  master B: 10887  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[3644]  master A: 7272  master B: 10890  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[3645]  master A: 7274  master B: 10893  master ALUControl: 0  master result: 2056  slave result: 2056      correct? 1
[3646]  master A: 7276  master B: 10896  master ALUControl: 1  master result: 14076  slave result: 14076      correct? 1
[3647]  master A: 7278  master B: 10899  master ALUControl: 2  master result: 4294963675  slave result: 4294963675      correct? 1
[3648]  master A: 7280  master B: 10902  master ALUControl: 3  master result: 4294963674  slave result: 18182      correct? 0
[3649]  master A: 7282  master B: 10905  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[3650]  master A: 7284  master B: 10908  master ALUControl: 5  master result: 4294951171  slave result: 4294951171      correct? 1
[3651]  master A: 7286  master B: 10911  master ALUControl: 6  master result: 4294951171  slave result: 4294951171      correct? 1
[3652]  master A: 7288  master B: 10914  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[3653]  master A: 7290  master B: 10917  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[3654]  master A: 7292  master B: 10920  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[3655]  master A: 7294  master B: 10923  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[3656]  master A: 7296  master B: 10926  master ALUControl: 11  master result: 1912602624  slave result: 1912602624      correct? 1
[3657]  master A: 7298  master B: 10929  master ALUControl: 12  master result: 13875  slave result: 13875      correct? 1
[3658]  master A: 7300  master B: 10932  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[3659]  master A: 7302  master B: 10935  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[3660]  master A: 7304  master B: 10938  master ALUControl: 0  master result: 2184  slave result: 2184      correct? 1
[3661]  master A: 7306  master B: 10941  master ALUControl: 1  master result: 13879  slave result: 13879      correct? 1
[3662]  master A: 7308  master B: 10944  master ALUControl: 2  master result: 4294963660  slave result: 4294963660      correct? 1
[3663]  master A: 7310  master B: 10947  master ALUControl: 3  master result: 4294963659  slave result: 18257      correct? 0
[3664]  master A: 7312  master B: 10950  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[3665]  master A: 7314  master B: 10953  master ALUControl: 5  master result: 4294951204  slave result: 4294951204      correct? 1
[3666]  master A: 7316  master B: 10956  master ALUControl: 6  master result: 4294951204  slave result: 4294951204      correct? 1
[3667]  master A: 7318  master B: 10959  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[3668]  master A: 7320  master B: 10962  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[3669]  master A: 7322  master B: 10965  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[3670]  master A: 7324  master B: 10968  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[3671]  master A: 7326  master B: 10971  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[3672]  master A: 7328  master B: 10974  master ALUControl: 12  master result: 13950  slave result: 13950      correct? 1
[3673]  master A: 7330  master B: 10977  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[3674]  master A: 7332  master B: 10980  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[3675]  master A: 7334  master B: 10983  master ALUControl: 0  master result: 2214  slave result: 2214      correct? 1
[3676]  master A: 7336  master B: 10986  master ALUControl: 1  master result: 13890  slave result: 13890      correct? 1
[3677]  master A: 7338  master B: 10989  master ALUControl: 2  master result: 4294963645  slave result: 4294963645      correct? 1
[3678]  master A: 7340  master B: 10992  master ALUControl: 3  master result: 4294963644  slave result: 18332      correct? 0
[3679]  master A: 7342  master B: 10995  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[3680]  master A: 7344  master B: 10998  master ALUControl: 5  master result: 4294951177  slave result: 4294951177      correct? 1
[3681]  master A: 7346  master B: 11001  master ALUControl: 6  master result: 4294951177  slave result: 4294951177      correct? 1
[3682]  master A: 7348  master B: 11004  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[3683]  master A: 7350  master B: 11007  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[3684]  master A: 7352  master B: 11010  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[3685]  master A: 7354  master B: 11013  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[3686]  master A: 7356  master B: 11016  master ALUControl: 11  master result: 28  slave result: 28      correct? 1
[3687]  master A: 7358  master B: 11019  master ALUControl: 12  master result: 14261  slave result: 14261      correct? 1
[3688]  master A: 7360  master B: 11022  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[3689]  master A: 7362  master B: 11025  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[3690]  master A: 7364  master B: 11028  master ALUControl: 0  master result: 2052  slave result: 2052      correct? 1
[3691]  master A: 7366  master B: 11031  master ALUControl: 1  master result: 14289  slave result: 14289      correct? 1
[3692]  master A: 7368  master B: 11034  master ALUControl: 2  master result: 4294963630  slave result: 4294963630      correct? 1
[3693]  master A: 7370  master B: 11037  master ALUControl: 3  master result: 4294963629  slave result: 18407      correct? 0
[3694]  master A: 7372  master B: 11040  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[3695]  master A: 7374  master B: 11043  master ALUControl: 5  master result: 4294950928  slave result: 4294950928      correct? 1
[3696]  master A: 7376  master B: 11046  master ALUControl: 6  master result: 4294950928  slave result: 4294950928      correct? 1
[3697]  master A: 7378  master B: 11049  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[3698]  master A: 7380  master B: 11052  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[3699]  master A: 7382  master B: 11055  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[3700]  master A: 7384  master B: 11058  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[3701]  master A: 7386  master B: 11061  master ALUControl: 11  master result: 15126528  slave result: 15126528      correct? 1
[3702]  master A: 7388  master B: 11064  master ALUControl: 12  master result: 14308  slave result: 14308      correct? 1
[3703]  master A: 7390  master B: 11067  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[3704]  master A: 7392  master B: 11070  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[3705]  master A: 7394  master B: 11073  master ALUControl: 0  master result: 2112  slave result: 2112      correct? 1
[3706]  master A: 7396  master B: 11076  master ALUControl: 1  master result: 14240  slave result: 14240      correct? 1
[3707]  master A: 7398  master B: 11079  master ALUControl: 2  master result: 4294963615  slave result: 4294963615      correct? 1
[3708]  master A: 7400  master B: 11082  master ALUControl: 3  master result: 4294963614  slave result: 18482      correct? 0
[3709]  master A: 7402  master B: 11085  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[3710]  master A: 7404  master B: 11088  master ALUControl: 5  master result: 4294950915  slave result: 4294950915      correct? 1
[3711]  master A: 7406  master B: 11091  master ALUControl: 6  master result: 4294950915  slave result: 4294950915      correct? 1
[3712]  master A: 7408  master B: 11094  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[3713]  master A: 7410  master B: 11097  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[3714]  master A: 7412  master B: 11100  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[3715]  master A: 7414  master B: 11103  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[3716]  master A: 7416  master B: 11106  master ALUControl: 11  master result: 1854  slave result: 1854      correct? 1
[3717]  master A: 7418  master B: 11109  master ALUControl: 12  master result: 14239  slave result: 14239      correct? 1
[3718]  master A: 7420  master B: 11112  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[3719]  master A: 7422  master B: 11115  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[3720]  master A: 7424  master B: 11118  master ALUControl: 0  master result: 2304  slave result: 2304      correct? 1
